carat,cut,color,clarity,price
2,3,1,VS2,16.439
2.6,5,1,SI2,16.437
2.5,5,1,SI2,16.431
2.18,2,1,VS2,16.427
2.51,5,1,SI2,16.427
2.18,2,1,VS2,16.427
2.4,5,1,SI2,16.426
2,3,2,SI2,16.425
2.4,4,1,SI1,16.42
2.3,4,2,SI2,16.412
2.1,3,2,SI2,16.41
1.5,5,2,VS1,16.49
1.5,4,2,VS1,16.47
2,2,1,SI1,16.47
1.9,3,2,IF,16.46
1.51,4,2,VS1,16.42
2.16,5,1,SI2,16.4
2.22,3,1,SI2,16.398
2.19,4,1,SI1,16.397
2.2,2,1,VS1,16.397
2.11,5,1,VS2,16.395
2.7,5,1,SI1,16.392
2.3,4,1,SI1,16.392
2.14,5,1,VS2,16.39
2.4,4,1,SI2,16.389
2.2,1,2,SI1,16.386
1.71,2,2,VS2,16.384
2.1,4,1,VS2,16.383
2,4,2,SI2,16.38
2.7,4,1,VS2,16.378
1.51,2,2,VS1,16.37
2.28,5,1,VS2,16.369
2.2,5,1,SI1,16.368
1.8,2,2,SI1,16.364
1.5,1,2,VVS2,16.364
2.11,4,1,VS2,16.363
1.62,2,2,VS2,16.358
2.1,5,2,SI2,16.357
2.5,5,1,SI2,16.357
2.54,4,1,SI2,16.353
2.54,4,1,SI2,16.353
1.52,2,1,VVS1,16.343
2.35,5,1,SI2,16.34
1.8,2,2,SI1,16.34
1.6,2,1,VVS1,16.339
2.7,2,1,SI2,16.337
2.11,5,1,SI2,16.336
2.3,2,1,SI2,16.329
2.2,5,1,SI1,16.323
2.4,2,1,SI2,16.319
2.4,4,1,SI2,16.319
2.1,2,1,VS1,16.319
1.74,2,1,VS2,16.316
1.74,2,1,VS2,16.316
1.54,2,1,VVS1,16.316
2.65,5,1,SI2,16.314
1.53,2,1,VS1,16.311
2.3,5,1,VS2,16.39
2.3,5,1,VS2,16.39
2.1,4,1,VS2,16.34
2.1,3,1,VS2,16.34
2.4,5,1,SI1,16.34
1.6,2,1,IF,16.3
2.24,2,1,SI2,16.3
1.64,2,1,VS2,16.297
2.5,3,1,SI2,16.295
2.9,3,1,SI1,16.294
1.66,4,2,VS2,16.294
2,3,1,VS2,16.291
2.2,2,2,SI2,16.29
2.1,5,1,SI2,16.287
2.1,5,1,SI1,16.287
2.1,2,1,SI1,16.287
1.74,4,2,SI1,16.286
2,4,1,SI1,16.28
2.3,1,2,SI1,16.28
2.51,5,1,SI2,16.278
1.51,5,2,VS1,16.277
2.4,2,1,SI1,16.274
2.38,5,1,VS2,16.273
2,5,1,SI2,16.262
2.4,2,2,SI2,16.261
1.73,5,2,SI1,16.253
1.23,2,2,VVS1,16.253
2.1,5,1,SI1,16.242
2.26,5,1,SI2,16.241
1.63,2,1,VS1,16.241
2.26,3,1,SI2,16.241
1.7,2,1,VS1,16.24
1.6,2,2,VS2,16.24
2.66,3,1,SI2,16.239
2.66,3,1,SI2,16.239
2.2,4,1,VS2,16.239
2.32,5,2,SI2,16.237
2.5,5,1,VS2,16.235
2.6,2,1,SI2,16.235
1.1,5,2,IF,16.234
1.87,5,2,SI1,16.232
2.1,3,2,SI2,16.231
2.1,3,2,SI2,16.231
2.3,2,1,SI1,16.224
1.74,3,1,VS1,16.223
1.75,5,1,VS2,16.22
1.53,4,1,VS1,16.219
1.6,5,1,VVS2,16.215
2.9,4,2,SI2,16.21
2,3,2,SI2,16.26
2.42,5,1,SI2,16.198
2.42,5,1,SI2,16.198
2.58,5,1,SI2,16.195
3.67,5,1,I1,16.193
2.2,4,1,SI1,16.192
2.2,5,1,SI1,16.191
2.2,5,1,SI2,16.19
2.11,4,1,SI2,16.188
1.52,5,2,VS1,16.187
1.62,2,1,VS2,16.183
2.3,2,1,SI2,16.181
2.2,4,1,VS2,16.179
2.28,5,1,VS1,16.174
1.98,5,1,VS1,16.171
1.5,2,1,VS1,16.171
2.43,4,1,SI2,16.17
1.54,2,1,VVS1,16.169
1.74,4,1,VS2,16.169
1.5,5,2,VS1,16.169
2.1,3,1,VS2,16.149
2.1,5,1,VS2,16.149
2.19,2,1,SI2,16.147
2.15,2,1,SI2,16.146
2.1,4,1,SI2,16.14
1.55,5,2,VS2,16.137
1.73,2,2,VS1,16.131
1.2,2,2,VVS2,16.13
1.51,4,2,VS1,16.129
2.2,2,1,SI1,16.128
2.38,4,1,VS2,16.126
1.7,5,1,VS2,16.123
1.5,4,2,VVS2,16.116
1.62,5,2,VS1,16.112
2.1,5,1,SI2,16.112
2.1,4,1,SI2,16.111
1.52,2,1,VVS1,16.14
2.31,5,1,VVS1,16.1
2.6,5,1,SI2,16.98
2.24,5,1,SI2,16.97
2,4,1,SI1,16.92
1.51,5,1,VS2,16.91
1.1,4,2,IF,16.87
2.1,1,2,SI2,16.86
1.7,4,1,VS2,16.86
2.1,3,2,SI2,16.85
1.54,4,2,VS1,16.82
2.16,4,1,VS2,16.8
2.24,4,1,SI2,16.77
2.3,5,1,SI2,16.75
1,4,2,IF,16.73
1.75,4,1,VS2,16.73
2,5,1,VS2,16.68
1.6,5,1,VVS2,16.68
2,4,2,SI2,16.64
2.1,5,2,SI2,16.64
2,4,2,SI2,16.64
2.3,2,1,VS2,16.62
2.13,3,1,SI2,16.62
2.37,2,1,VS2,16.59
1.52,2,2,VS1,16.55
1.56,2,1,VS1,16.52
1.53,5,2,VS2,16.49
1.5,4,2,VS2,16.48
2.3,4,1,VVS2,16.43
2.28,4,1,SI2,16.41
3.1,2,1,SI2,16.37
2.17,3,1,SI2,16.36
2,5,1,SI2,16.31
2.23,5,1,VS1,16.25
1.5,5,2,VS1,16.23
2.37,5,1,SI2,16.21
2.2,2,1,VS2,16.18
2.1,3,2,SI2,16.13
2.25,5,1,SI1,16.4
2.1,3,1,VS2,16.3
2.2,5,1,SI2,15.996
1.5,2,2,VS2,15.996
2.53,2,1,SI2,15.993
2.3,5,1,SI2,15.992
2.7,5,1,SI1,15.992
1.5,2,2,VS2,15.992
1.53,2,1,VVS1,15.992
1.74,2,2,SI1,15.992
1.55,5,2,VS2,15.991
2.5,2,1,SI2,15.99
2.2,4,2,SI1,15.987
2.2,5,1,VS2,15.987
4,4,1,I1,15.984
2,5,2,SI2,15.984
2,5,1,SI1,15.984
2,4,1,SI1,15.984
1.54,5,1,VVS2,15.983
2.1,5,1,SI2,15.977
2.1,3,1,SI2,15.977
2.2,2,1,SI2,15.974
2.21,5,1,SI2,15.97
2.6,2,2,SI2,15.97
1.38,2,2,VVS1,15.968
1.55,5,2,VS1,15.966
2.1,4,1,VS2,15.965
3.4,1,2,I1,15.964
2,3,2,SI2,15.962
1.52,2,1,VVS1,15.959
1.52,5,1,VVS1,15.959
1.5,4,2,VS1,15.957
2.1,2,2,SI2,15.955
2.5,4,1,SI2,15.949
2.6,5,1,SI2,15.949
2.21,2,1,SI2,15.948
1.72,4,2,SI1,15.948
1.72,5,1,VS2,15.946
2.2,2,1,SI1,15.942
1.7,2,1,VS2,15.941
1.7,5,1,VS2,15.941
2.1,5,1,VS2,15.939
2.1,5,1,VS2,15.939
2.6,4,1,SI2,15.938
1.7,4,1,VS2,15.937
2.5,5,1,SI2,15.934
2.14,4,1,VS2,15.931
2.1,4,1,VS1,15.93
2.3,5,1,SI2,15.93
1,3,2,IF,15.928
2,4,1,VS2,15.923
1.52,2,2,VS2,15.922
2.4,5,1,SI1,15.92
2.1,4,1,VS2,15.919
2.1,3,1,SI1,15.919
2.1,4,1,VS2,15.919
2.39,5,1,SI1,15.917
2.1,5,1,SI2,15.917
2.1,5,1,SI2,15.917
2.14,5,1,SI2,15.915
2.14,5,1,SI1,15.913
2.1,5,1,VS2,15.98
2.19,4,1,SI2,15.97
2.3,3,1,VVS2,15.898
2.2,5,1,SI2,15.897
2.5,5,1,VS2,15.897
2,5,1,SI2,15.897
1.69,5,1,VVS2,15.889
2.1,3,1,SI2,15.888
1.55,2,2,VS2,15.887
1.23,4,2,VVS1,15.878
1.3,2,2,IF,15.874
2.4,2,1,SI2,15.874
2.8,5,2,SI2,15.873
2,4,2,SI2,15.864
2.24,2,1,SI2,15.852
1.5,2,2,VS1,15.851
2,4,2,SI1,15.851
2.2,4,1,SI2,15.851
2,3,1,VS1,15.851
1.5,5,2,VS1,15.851
2.18,2,1,SI2,15.85
2.2,4,1,SI2,15.848
1.5,2,2,VS2,15.848
1.74,2,2,SI1,15.847
2.7,4,1,SI1,15.847
1.55,2,2,VS2,15.845
1.59,2,1,VVS2,15.843
1.73,2,2,SI1,15.842
2.1,5,2,SI2,15.841
2.1,2,1,SI2,15.841
2,4,2,SI2,15.84
2,4,1,SI1,15.84
1.63,2,1,VS1,15.84
2.5,5,1,SI1,15.837
2.1,5,1,VVS1,15.836
2.1,3,1,SI2,15.832
2,2,1,VS2,15.829
1.71,4,1,VS2,15.829
2.1,1,2,SI2,15.827
2.3,4,1,VS2,15.826
2.21,4,1,SI2,15.825
1.51,2,2,VS2,15.821
2.1,4,1,VS2,15.819
1.52,4,2,VS1,15.819
1.61,2,2,VS2,15.819
2.1,5,1,SI1,15.818
2.34,5,1,SI1,15.818
2.2,2,1,SI2,15.814
1.6,2,2,IF,15.813
2.3,4,2,SI2,15.811
2.2,5,1,VS2,15.88
1.28,5,2,IF,15.86
2.6,4,1,SI2,15.85
1.76,5,2,SI1,15.85
1.7,5,2,SI1,15.84
1.7,5,2,SI1,15.84
1.82,2,2,SI1,15.82
1.32,2,2,VVS2,15.82
2.19,5,1,SI1,15.81
1.72,5,1,VS2,15.81
1.55,5,2,VS1,15.81
1.7,2,1,VS2,15.797
1.7,5,1,VS2,15.797
1.55,2,1,VVS2,15.794
1.52,3,2,VS1,15.792
1.52,5,2,VS2,15.792
1.52,2,2,VS2,15.792
1.52,3,2,VS1,15.792
1.5,2,2,VS2,15.788
2.2,2,1,SI2,15.785
2.2,2,1,SI1,15.785
2.27,5,1,SI2,15.783
1.51,2,2,VS2,15.776
2.52,1,1,SI2,15.776
2.1,4,1,SI2,15.773
2.1,5,1,SI2,15.773
2.14,4,1,SI1,15.769
2.11,2,1,VS1,15.766
2.2,3,1,VS1,15.765
2,1,1,SI1,15.762
2.4,5,1,SI2,15.76
2.17,4,1,SI1,15.76
1.52,2,1,VVS2,15.76
2.11,5,1,SI2,15.757
1.7,2,1,VS2,15.756
2.15,5,1,SI2,15.751
2.48,4,1,SI2,15.746
2.46,2,1,SI2,15.745
2,4,1,SI1,15.745
1.68,2,1,VS2,15.74
2.24,2,1,SI2,15.73
2.1,2,1,VS2,15.729
2.1,2,1,VS2,15.729
2.1,1,1,VS2,15.729
2.1,3,1,VS2,15.729
1.58,2,2,VS2,15.721
2.6,5,1,SI1,15.716
2.16,2,1,VS1,15.714
2.27,2,1,SI2,15.71
1.5,5,2,VS1,15.78
2,3,1,VS1,15.78
2.1,5,1,SI1,15.77
2.18,2,1,SI2,15.76
2.5,4,1,VS2,15.71
1.63,2,1,VS1,15.697
2.8,4,1,SI2,15.696
2.2,1,1,SI1,15.695
2,4,1,SI2,15.694
2.6,2,1,VS2,15.691
2.3,4,2,SI2,15.69
1.51,2,2,VS2,15.688
1.2,5,2,VVS1,15.686
2.18,4,1,SI2,15.684
2.3,5,1,SI1,15.683
2.1,2,1,SI1,15.68
2.1,4,1,VS2,15.675
2.1,5,1,SI2,15.673
1.71,5,1,VS2,15.671
1.4,5,2,IF,15.671
2.2,4,1,SI2,15.666
1.42,4,2,VVS1,15.665
1.7,5,2,SI1,15.662
1.55,4,2,VS1,15.658
2.8,5,1,VVS1,15.654
2.1,2,1,SI2,15.653
2,5,1,VS2,15.651
2.4,5,1,SI2,15.651
2.1,5,1,VS2,15.651
1.52,3,2,VS1,15.649
1.52,4,2,VS2,15.649
2.12,2,1,SI2,15.647
2.18,2,1,SI1,15.646
2.1,1,2,SI2,15.627
1.53,3,2,VS1,15.619
2.1,3,1,SI1,15.618
2.1,4,2,SI2,15.618
2.4,4,1,SI2,15.618
2.1,5,1,SI1,15.615
2.15,2,1,VS1,15.613
1.56,2,1,VVS2,15.69
2.2,5,1,SI2,15.66
1.59,5,2,VS2,15.62
1.78,5,1,VS1,15.61
1.5,4,2,VS1,15.6
1.89,4,2,SI2,15.594
2.9,2,1,SI2,15.589
2.1,3,1,VS2,15.587
1.5,4,2,VS1,15.585
2.22,2,1,SI2,15.584
1.5,2,2,VS2,15.584
1.5,1,2,VS1,15.584
1.51,5,2,VS1,15.581
1.58,2,2,VS2,15.579
1.2,2,2,IF,15.575
1.7,5,1,VS2,15.568
2.1,4,1,SI2,15.563
2.1,2,1,SI2,15.562
2.1,1,1,SI2,15.562
2.1,5,1,SI2,15.562
2.14,5,1,VS2,15.559
1.75,4,2,SI1,15.544
2.4,5,1,SI2,15.543
2,1,2,SI2,15.54
2,1,2,SI1,15.54
1.3,2,2,VVS1,15.535
1.51,5,2,VS2,15.531
2.11,4,1,SI2,15.53
1.51,2,1,VVS2,15.529
2.1,5,1,VS2,15.528
2.1,5,1,SI1,15.528
2.1,5,1,SI1,15.528
1.52,5,2,VS1,15.522
2.1,5,1,VS2,15.52
2.6,5,1,SI1,15.517
2.24,5,1,SI2,15.515
1.51,4,2,VS1,15.513
1.55,2,1,VVS2,15.512
2.1,2,1,SI2,15.511
2,4,1,VS2,15.51
2.19,2,1,SI2,15.59
1.5,4,2,VS1,15.58
1.53,5,1,VVS2,15.55
1.53,2,1,VVS2,15.55
2.14,5,1,SI1,15.499
2.2,5,1,SI2,15.498
1.21,2,2,IF,15.497
2.6,5,1,SI1,15.494
1.52,2,2,VS2,15.488
2.11,2,1,SI1,15.486
2,4,1,SI2,15.485
2,5,1,SI2,15.485
1.5,5,2,VS1,15.478
2.1,5,1,VS1,15.475
2.7,2,1,SI2,15.475
2.1,4,1,SI1,15.474
1.92,2,1,SI1,15.472
2.1,3,1,SI1,15.467
1.53,4,1,VVS2,15.466
2.18,5,1,VS2,15.465
1.11,2,2,IF,15.464
1.59,5,2,VS2,15.461
1.78,5,1,VS1,15.46
1.64,2,2,VS2,15.458
2.13,4,1,SI2,15.454
2,5,1,SI2,15.451
2,2,1,VS2,15.451
2,5,1,SI2,15.451
2.5,2,1,VS1,15.45
2,4,1,SI2,15.446
1.54,4,1,IF,15.444
1.5,2,2,VS2,15.444
1.51,4,2,VS1,15.44
2.3,2,1,SI2,15.433
2.47,2,1,SI2,15.43
2.26,5,1,SI2,15.428
1.61,5,2,VS2,15.426
1.55,2,2,VS2,15.426
1.61,2,2,VS2,15.426
2.2,4,1,SI2,15.424
1.51,3,1,VVS1,15.42
1.51,5,1,VVS1,15.42
2.14,5,1,VS2,15.418
1.54,2,1,VVS2,15.415
2.75,5,1,SI2,15.415
2.4,4,1,SI1,15.412
2.4,5,2,SI2,15.398
2.25,5,1,SI1,15.397
2.1,5,1,VS2,15.395
2.1,2,1,VS2,15.395
1.54,2,1,VS2,15.395
2.1,3,2,SI2,15.394
1.75,5,2,SI1,15.394
2.54,4,1,SI2,15.394
2.6,5,1,VS1,15.393
2,3,2,SI2,15.393
2.7,5,1,SI1,15.392
1.36,2,2,VVS1,15.386
1.7,3,2,VS2,15.385
2.2,2,1,VS2,15.384
2.1,5,1,VS2,15.379
1.51,2,2,VS1,15.378
1.27,2,2,IF,15.377
2.24,5,1,SI2,15.375
2.1,3,1,SI1,15.371
1.2,5,2,IF,15.37
1.53,2,1,VVS2,15.365
1.53,5,1,VVS2,15.365
1.92,4,2,SI2,15.364
3.4,4,1,SI2,15.354
2,1,2,SI2,15.351
1.52,2,2,VS2,15.348
2.9,5,1,SI1,15.339
2.3,3,1,SI1,15.339
1.5,5,2,VS1,15.338
2.1,4,1,VS1,15.335
1.56,4,1,VVS1,15.334
2.2,4,2,SI2,15.334
2,1,2,SI1,15.33
2.51,2,1,SI1,15.324
2.31,5,1,SI1,15.323
1.54,5,2,VS2,15.323
2.3,5,1,SI1,15.322
2.8,5,1,SI2,15.321
2.41,5,1,VS1,15.32
1.62,2,1,VS2,15.318
2.24,2,1,VS2,15.316
1.54,5,2,VS2,15.316
2,5,1,SI2,15.312
2,4,1,SI2,15.312
1.68,4,2,VS2,15.39
2.4,2,1,SI1,15.38
1.2,4,2,IF,15.36
1.51,2,1,VVS2,15.33
1.51,5,1,VVS2,15.33
1.57,2,1,VS1,15.31
1.55,2,2,VS2,15.293
2.5,5,1,SI1,15.291
1.5,5,2,VS1,15.291
2.3,2,1,SI1,15.291
2.5,5,1,SI1,15.291
2.13,2,1,SI2,15.288
2.25,3,1,SI1,15.287
2.11,2,1,SI1,15.282
2.11,1,1,SI1,15.282
1.51,4,1,VVS1,15.281
1.77,5,2,VS2,15.278
1.53,2,1,VVS2,15.275
2.3,2,1,SI1,15.272
1.52,4,1,VVS2,15.265
2.2,3,2,SI2,15.261
1.7,4,1,VS2,15.259
2.13,2,1,VS2,15.258
2,2,1,SI1,15.258
1.75,4,2,SI1,15.255
2.1,3,2,SI2,15.255
2.19,2,1,SI2,15.254
1.52,2,2,VS2,15.252
1.59,5,2,VS2,15.249
2,4,1,SI1,15.249
1.36,2,2,VVS1,15.247
1.62,2,1,VS1,15.246
2.5,2,1,SI2,15.246
2.7,4,1,SI2,15.245
1.91,4,1,SI1,15.241
1.52,2,2,VS2,15.239
1.7,5,2,SI1,15.238
2.2,5,1,SI2,15.238
2.12,5,1,SI2,15.235
2.2,2,1,VS1,15.231
1.2,5,2,IF,15.231
1.66,4,1,VS2,15.229
1.51,2,2,VS2,15.226
1.54,4,1,VVS2,15.225
4.1,5,1,I1,15.223
4.1,5,1,I1,15.223
1.1,4,2,IF,15.219
2,2,1,SI1,15.218
1.53,5,2,VS1,15.217
2.4,5,1,SI1,15.217
2,5,1,VVS2,15.214
1.66,2,1,VS1,15.21
1.66,2,1,VS1,15.21
2.2,5,1,VS1,15.21
2.11,5,2,SI2,15.198
1.72,2,1,VS2,15.197
1.54,2,1,VVS2,15.197
1.9,2,2,IF,15.193
1.74,2,1,VS1,15.189
1.62,5,1,VS1,15.188
2.1,4,2,SI2,15.188
1.2,2,2,VVS1,15.185
1.54,5,2,VS2,15.185
2.1,5,1,VS1,15.185
2.22,5,1,SI2,15.184
1.54,5,2,VS2,15.178
2.1,5,1,SI2,15.175
2.9,2,1,VS1,15.172
2.19,5,1,SI2,15.169
2.19,5,1,SI2,15.169
2.16,4,1,SI2,15.166
1.51,5,1,VVS2,15.164
1.82,5,1,SI1,15.162
2.3,4,1,SI1,15.153
1.5,5,2,VS1,15.153
1.73,5,1,VS1,15.151
2.53,5,1,SI2,15.148
2.1,3,1,VS2,15.147
2.1,5,1,SI2,15.147
2.1,4,1,SI1,15.145
1.57,2,1,VVS2,15.144
2.3,2,1,SI2,15.143
2.1,2,1,SI1,15.14
1.53,2,1,VVS2,15.137
1.4,2,1,VVS1,15.134
2.1,5,2,SI1,15.134
2.8,2,1,SI2,15.132
2.1,4,1,SI1,15.126
2.35,4,1,SI2,15.122
2.7,3,1,VS2,15.119
1.51,2,1,VVS2,15.118
2.1,2,1,SI1,15.116
1.59,5,2,VS2,15.111
2.13,5,1,VS2,15.11
2.5,5,1,VS1,15.19
2.1,5,1,SI1,15.15
1.8,2,1,VS1,15.15
1.8,2,1,VS1,15.15
1.7,4,1,VS1,15.12
1.5,5,2,VS2,15.12
1.7,5,2,SI1,15.1
2.12,5,1,SI2,15.97
2,5,1,SI1,15.96
2.3,5,1,SI1,15.95
2.1,3,2,SI1,15.93
2.4,4,1,SI2,15.92
2,2,1,SI2,15.92
2.2,2,1,VS1,15.92
1.66,3,1,VS2,15.91
2.3,4,1,VS1,15.86
1.98,4,1,VS2,15.83
2,4,1,SI1,15.81
1.1,3,2,IF,15.81
1.53,4,2,VS1,15.79
2,4,1,VVS2,15.76
2,3,1,SI1,15.72
2.5,5,1,VS1,15.67
2.8,2,1,SI2,15.65
2.8,5,1,SI1,15.65
2.2,4,1,SI2,15.64
2.7,5,1,SI2,15.55
2,4,1,SI1,15.53
1.5,5,2,VS2,15.52
2.22,4,1,SI2,15.47
2.6,3,1,VS2,15.46
2,2,1,SI1,15.43
2.1,4,1,SI1,15.38
2.7,2,1,SI2,15.36
2.9,5,1,VS1,15.35
2.1,2,1,SI1,15.35
1.83,2,1,SI1,15.32
2.19,5,1,SI2,15.32
1.33,2,2,VVS2,15.31
2.8,5,1,SI2,15.3
2.48,1,1,SI2,15.3
1.24,2,2,VVS1,15.26
1.51,5,2,VS2,15.25
2,4,1,VS2,15.25
1.51,2,2,VS2,15.25
1.5,4,2,VS1,15.22
2.5,4,2,SI2,15.17
1.73,4,1,VS1,15.14
2.2,5,1,SI2,15.14
1.5,4,1,VVS2,15.13
1.69,2,2,SI1,15.11
2.1,5,1,SI1,15.7
1.19,2,2,VVS1,15.5
1.54,5,2,VS2,15.2
1.6,2,1,VS2,15
2.1,2,1,SI2,14.998
2.1,3,1,SI1,14.998
2.6,5,1,SI2,14.982
2.6,5,1,SI2,14.982
2.43,1,1,SI2,14.975
2,3,1,VS1,14.973
2.5,5,1,VS1,14.973
2.47,5,1,SI2,14.97
2.1,3,1,SI1,14.968
1.8,2,1,VS1,14.968
1.62,5,2,VS2,14.961
1.8,2,1,VS1,14.959
1.56,2,1,VS1,14.957
2.1,3,1,SI2,14.956
1.26,5,2,VVS1,14.952
1.82,5,1,SI1,14.949
2.1,1,2,SI2,14.948
2.1,5,2,SI2,14.948
2.8,5,1,SI2,14.947
2.4,5,1,SI2,14.945
2.1,5,1,SI2,14.939
1.51,4,1,VVS2,14.938
2.27,5,1,SI2,14.937
2.4,3,2,SI2,14.936
1.41,4,1,VVS1,14.936
2.7,2,1,SI1,14.935
2.8,5,1,VS2,14.933
1.53,4,2,VS1,14.931
1.5,5,2,VS2,14.925
2.6,3,1,SI1,14.92
3,3,1,SI2,14.918
2,5,1,SI1,14.918
1.5,5,2,VS1,14.918
1.52,2,2,VS2,14.915
1.51,4,2,VS1,14.94
1.79,5,1,VS1,14.94
2.4,5,1,SI2,14.9
1.71,4,1,VVS2,14.893
1.72,5,2,SI1,14.892
2,3,1,VS2,14.889
1.51,2,2,VS2,14.889
1.51,4,2,VS2,14.889
2.4,5,1,SI1,14.888
1.71,5,2,SI1,14.882
2.18,2,1,SI2,14.87
1.71,5,1,VVS2,14.866
2.6,5,1,SI1,14.863
1.7,1,1,VS2,14.86
1.66,2,1,IF,14.859
2.7,2,1,SI1,14.857
1.58,5,1,VVS2,14.855
1.41,3,2,VVS2,14.853
1.18,2,2,IF,14.847
1.51,2,2,VS2,14.844
1.51,5,2,VS2,14.844
1.51,5,2,VS2,14.844
1.51,5,2,VS2,14.844
1.5,4,1,VVS1,14.842
1.21,5,2,VVS2,14.841
2.9,2,1,SI2,14.838
2.1,2,1,SI1,14.837
2.37,5,1,VS2,14.837
1.61,5,2,VS2,14.833
2.31,4,1,VS2,14.83
1.62,5,2,VS2,14.826
2.19,4,1,SI1,14.819
1.51,5,2,VS2,14.817
1.8,2,2,SI1,14.814
2.1,4,2,SI2,14.813
2.1,4,1,VS1,14.812
2.1,4,1,SI1,14.811
2.4,4,1,SI2,14.81
2.6,5,1,SI2,14.83
2.14,2,1,VS2,14.82
2.33,4,1,VS2,14.81
2.1,1,1,SI2,14.799
2.2,4,1,SI2,14.795
2.1,4,1,VS1,14.792
1.5,5,2,VS2,14.79
1.7,3,1,VS1,14.787
1.52,2,1,VS1,14.787
1.51,2,1,VS1,14.779
2.25,4,1,SI2,14.775
2.4,5,1,SI1,14.775
2.4,2,1,SI1,14.775
2.55,3,1,SI2,14.775
1.51,5,2,VS2,14.773
2.1,4,1,SI2,14.768
2.2,2,1,VS2,14.766
2,5,1,VS2,14.763
1.5,2,2,VS2,14.759
2.1,5,1,SI1,14.752
1.51,2,1,VVS2,14.75
2.6,1,1,VS1,14.75
1.82,5,1,VS2,14.749
2.58,4,2,SI2,14.749
2.1,3,1,SI2,14.745
1.5,5,2,VS2,14.745
2.3,2,1,SI2,14.744
2.11,4,1,SI1,14.74
1.24,2,2,VVS2,14.737
2.18,4,1,SI2,14.735
1.51,2,1,VS1,14.733
2.23,4,1,VS2,14.732
1.71,5,1,VVS2,14.731
2.43,5,1,SI2,14.727
2.1,4,1,SI1,14.725
2.1,2,1,SI1,14.725
1.66,2,1,IF,14.724
2.3,3,1,SI2,14.72
1.5,5,2,VS2,14.719
2.54,5,1,SI2,14.717
2.2,4,1,SI2,14.715
2.16,4,1,SI1,14.715
2.33,5,1,SI1,14.711
1.51,5,2,VS2,14.79
1.51,4,2,VS2,14.79
1.51,5,2,VS2,14.79
1.51,3,2,VS2,14.79
2.9,4,1,SI2,14.74
1.53,5,1,VS1,14.699
1.52,4,2,VS2,14.698
1.52,2,1,VS2,14.692
2.16,2,1,SI1,14.691
2.2,2,1,SI2,14.691
2.3,1,1,SI2,14.687
1.51,5,2,VS2,14.683
1.52,4,2,VS2,14.68
1.5,5,2,VS2,14.675
1.51,2,1,VS1,14.674
1.51,2,1,VS1,14.674
1.51,5,1,VS1,14.674
1.51,4,2,VS1,14.673
2.32,5,1,SI2,14.666
2.32,5,1,SI2,14.666
1.26,5,2,VVS2,14.663
2.22,5,1,VS2,14.662
2.4,5,1,SI2,14.66
2.4,5,1,VS1,14.66
1.51,3,1,IF,14.654
1.51,3,2,VVS2,14.654
2.5,1,1,SI2,14.652
1.54,2,1,VS1,14.65
2.38,5,1,SI2,14.648
2.3,1,1,SI1,14.646
2.3,4,2,SI2,14.646
2.11,2,1,VS2,14.638
2.22,2,1,SI2,14.637
2.1,4,1,SI2,14.637
2.3,2,1,SI1,14.637
2.6,5,2,SI2,14.634
1.4,2,2,IF,14.626
1.7,2,2,SI1,14.623
2.2,4,1,VS2,14.62
1.5,2,2,VS2,14.618
1.35,2,1,IF,14.616
1.51,2,1,VVS2,14.616
2.11,5,1,SI2,14.615
1.7,5,2,SI1,14.611
2.4,5,1,SI2,14.65
2.3,4,1,SI2,14.63
1.95,4,1,SI1,14.63
1.7,2,1,VVS1,14.63
2.1,3,1,SI1,14.597
2.2,2,1,SI1,14.593
1.65,2,1,VS2,14.593
1.34,2,2,VVS2,14.593
1.5,4,2,VS2,14.592
1.5,5,2,VS2,14.586
1.11,2,2,VVS1,14.584
1.98,2,1,SI1,14.581
2.9,5,1,SI2,14.581
1.98,2,1,SI1,14.581
2.3,2,1,VS1,14.579
1.54,5,2,VS2,14.578
1.52,5,2,VS2,14.577
2.2,5,1,SI1,14.574
2.2,5,2,SI2,14.574
1.5,3,2,VS2,14.565
1.77,4,2,SI1,14.561
2.1,2,1,SI1,14.558
2.1,5,1,SI2,14.558
2.1,5,1,SI1,14.558
2.14,4,1,SI1,14.556
2.3,2,1,SI1,14.548
1.82,4,2,SI1,14.545
1.52,5,2,VS2,14.544
2.51,5,1,SI2,14.543
2.51,5,1,SI2,14.543
1.97,5,2,SI2,14.542
1.51,2,1,VS1,14.542
1.51,2,1,VS1,14.542
1.51,5,1,VS1,14.542
2.15,2,1,SI1,14.534
1.54,2,2,VS2,14.529
2.4,4,1,SI2,14.527
1.5,4,2,VS2,14.527
2.4,4,1,VS1,14.527
1.13,2,2,VVS1,14.525
2.15,2,1,SI2,14.519
1.51,5,1,VS1,14.57
1.51,2,1,VS1,14.57
1.51,5,1,VS1,14.57
2.6,2,1,SI2,14.55
2.12,2,1,SI1,14.53
2.1,5,2,SI1,14.52
2.5,2,1,SI2,14.52
2.1,5,2,SI2,14.52
2.29,2,1,SI2,14.5
1,2,2,VVS1,14.498
1.58,2,2,SI1,14.495
1.4,2,2,IF,14.494
2.14,5,1,SI1,14.49
1.94,4,1,VS2,14.489
2.6,5,1,SI1,14.488
1.5,5,2,VS2,14.486
1.53,5,2,VS2,14.483
1.51,2,2,VS2,14.482
1.51,2,1,VS2,14.482
1.51,2,2,VS2,14.482
